sequence_id,url_id,url,frame_start,frame_end,sequence_duration,source_id,source,l1_pose_id,l1_pose,l2_pose_id,l2_pose,l3_pose_id,l3_pose,collector_id,split
2509,3706,https://www.youtube.com/watch?v=mKeLJ_HEMXs,2321,2334,13,3370,요가소년,1,standing,13,standing-side-bend,114,extended-side-angle,3,test
2510,4783,https://www.youtube.com/watch?v=U1HeYNC28O4,538,541,3,3370,요가소년,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2511,3773,https://www.youtube.com/watch?v=Myk53CzOdQ8,1083,1089,6,1766,Jason Scott,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2512,5355,https://www.youtube.com/watch?v=y6VmoffnH-g,2018,2021,3,1861,KinoYoga,1,standing,13,standing-side-bend,114,extended-side-angle,3,test
2513,3103,https://www.youtube.com/watch?v=ic98m3Zv4T8,1386,1394,8,2035,Melissa Ingles Yoga,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2514,1567,https://www.youtube.com/watch?v=6LDzyzKnyK8,791,796,5,3356,에일린 mind yoga,1,standing,13,standing-side-bend,114,extended-side-angle,3,test
2515,2111,https://www.youtube.com/watch?v=BvABXAW8Un0,768,774,6,3356,에일린 mind yoga,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2516,4894,https://www.youtube.com/watch?v=uxd5VTpQMDA,715,720,5,3356,에일린 mind yoga,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2517,5451,https://www.youtube.com/watch?v=yRt8toKJvkg,1497,1502,5,3356,에일린 mind yoga,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2518,1956,https://www.youtube.com/watch?v=axC3n6tIxoM,956,963,7,3311,민광Ashtanga,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2519,2874,https://www.youtube.com/watch?v=gVsXR_8kpSk,725,732,7,3311,민광Ashtanga,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2520,4412,https://www.youtube.com/watch?v=rKImEiA1xas,1344,1349,5,3311,민광Ashtanga,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2521,4314,https://www.youtube.com/watch?v=Qtsm_zCD7R8,987,991,4,2169,Omstars,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2522,5555,https://www.youtube.com/watch?v=zidmxlIy2B4,1004,1010,6,2460,Shrimad Rajchandra Mission Dharampur,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2523,3188,https://www.youtube.com/watch?v=IyQuAJgpozs,1228,1232,4,2467,Sigismondi,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2524,3324,https://www.youtube.com/watch?v=K-s4IIxVBc8,1308,1314,6,2467,Sigismondi,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2525,3425,https://www.youtube.com/watch?v=KQAgGYWnEWQ,224,235,11,2479,SIMYOGA 심요가,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2526,5052,https://www.youtube.com/watch?v=VzglQhZ_qjQ,968,975,7,2648,ToASH YOGA,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2527,2020,https://www.youtube.com/watch?v=bDap-EkF76E,975,980,5,2775,YejiYoga예지요가,1,standing,13,standing-side-bend,114,extended-side-angle,3,test
2528,4243,https://www.youtube.com/watch?v=Q94V5KHAlBs,960,965,5,2775,YejiYoga예지요가,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2529,1852,https://www.youtube.com/watch?v=aABVXGMpOIE,730,735,5,2862,Yoga Dose,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2530,1166,https://www.youtube.com/watch?v=0jSzL_stOSk,971,978,7,3326,섬마을 요가원,1,standing,13,standing-side-bend,114,extended-side-angle,3,test
2531,2221,https://www.youtube.com/watch?v=ClSL8acEHF0,1079,1083,4,3022,Yoga with Kate Amber,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2532,2851,https://www.youtube.com/watch?v=gsbiE3lseIA,1147,1151,4,3089,Yoga with Uliana,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2533,5039,https://www.youtube.com/watch?v=VwEbafys-as,693,706,13,3370,요가소년,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2534,2229,https://www.youtube.com/watch?v=co7pqPVhPTs,455,458,3,3301,돕요가DOPEYOGA,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2535,4965,https://www.youtube.com/watch?v=vHWu5i7_HGQ,485,491,6,3306,려경요가 RK yoga,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2536,5564,https://www.youtube.com/watch?v=zkVbUD2H7yo,1641,1650,9,3306,려경요가 RK yoga,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2537,4764,https://www.youtube.com/watch?v=tY1beXFzENo,815,819,4,3316,베파요가(VEPA YOGA),1,standing,13,standing-side-bend,114,extended-side-angle,3,test
2538,5172,https://www.youtube.com/watch?v=WuUizklYu3g,1253,1258,5,3320,비하요가 ,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2539,5623,https://www.youtube.com/watch?v=ZVoV0FfiAoA,1839,1846,7,3323,샤나요가,1,standing,13,standing-side-bend,114,extended-side-angle,3,test
2540,3056,https://www.youtube.com/watch?v=I-F9GCeGtG4,1859,1865,6,3325,서리요가seoriyoga,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2541,3448,https://www.youtube.com/watch?v=kTUd6WFUN3w,856,862,6,3325,서리요가seoriyoga,1,standing,13,standing-side-bend,114,extended-side-angle,3,test
2542,3722,https://www.youtube.com/watch?v=MpQlcMWfKHw,1363,1374,11,3325,서리요가seoriyoga,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2543,3940,https://www.youtube.com/watch?v=nZcba-v2iiA,1061,1067,6,3325,서리요가seoriyoga,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2544,4010,https://www.youtube.com/watch?v=oM6mi_CphZc,1190,1200,10,3325,서리요가seoriyoga,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2545,4382,https://www.youtube.com/watch?v=Rd2CZUUOPIs,980,990,10,3325,서리요가seoriyoga,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2546,5000,https://www.youtube.com/watch?v=Vp9fDA5ADKM,1556,1564,8,3325,서리요가seoriyoga,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2547,5387,https://www.youtube.com/watch?v=YCwTPCi3xVU,864,867,3,3330,세영아쉬탕가요가[요가하세영],1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2548,3189,https://www.youtube.com/watch?v=iyXXJciINJs,1041,1044,3,3345,아쉬탕가 요가 코리아 AYK,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2549,4868,https://www.youtube.com/watch?v=URRbNxpzH2s,1163,1166,3,3345,아쉬탕가 요가 코리아 AYK,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2550,2410,https://www.youtube.com/watch?v=Dpz208DBsmA,277,282,5,3358,오늘도 요가,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2551,1021,https://www.youtube.com/watch?v=_dR3sD3OyuA,691,695,4,3367,요가바이은,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2552,1255,https://www.youtube.com/watch?v=1vntU0GfV8I,1796,1803,7,3367,요가바이은,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2553,1617,https://www.youtube.com/watch?v=7cmh3FLzw_o,1433,1440,7,3367,요가바이은,1,standing,13,standing-side-bend,114,extended-side-angle,3,test
2554,1937,https://www.youtube.com/watch?v=AUsu034VDZE,534,538,4,3367,요가바이은,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2555,1955,https://www.youtube.com/watch?v=ax0iBsXh0B4,1468,1472,4,3367,요가바이은,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2556,2069,https://www.youtube.com/watch?v=bMSYCayzHJY,967,971,4,3367,요가바이은,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2557,2117,https://www.youtube.com/watch?v=BwtiZGOwRZ0,630,640,10,3367,요가바이은,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2558,3508,https://www.youtube.com/watch?v=l8LasozYj8w,947,951,4,3367,요가바이은,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2559,4065,https://www.youtube.com/watch?v=OVN0AK2iKgI,1420,1427,7,3367,요가바이은,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2560,4709,https://www.youtube.com/watch?v=tnYuUf8B_Do,1106,1110,4,3367,요가바이은,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2561,1059,https://www.youtube.com/watch?v=-1pTKGclctM,970,979,9,3369,요가선생,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2562,2094,https://www.youtube.com/watch?v=bsLPIQ5MGQ4,784,790,6,3369,요가선생,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2563,2751,https://www.youtube.com/watch?v=G--sQuQUWnI,748,755,7,3369,요가선생,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2564,3383,https://www.youtube.com/watch?v=kGYjAdwVj0Y,973,978,5,3369,요가선생,1,standing,13,standing-side-bend,114,extended-side-angle,3,test
2565,3753,https://www.youtube.com/watch?v=MUTHgNqoU08,888,894,6,3369,요가선생,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2566,4574,https://www.youtube.com/watch?v=sMfu7aXd_jU,1076,1086,10,3369,요가선생,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2567,1895,https://www.youtube.com/watch?v=amnEtyYQMsU,987,997,10,3373,요가자매,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2568,1210,https://www.youtube.com/watch?v=18ZA4LRTcHU,2120,2132,12,3375,요가중독욱쌤,1,standing,13,standing-side-bend,114,extended-side-angle,3,test
2569,1320,https://www.youtube.com/watch?v=2UCZDpSS-0Y,1877,1883,6,3375,요가중독욱쌤,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2570,1724,https://www.youtube.com/watch?v=8I5Tq_ULFQI,1350,1354,4,3375,요가중독욱쌤,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2571,2207,https://www.youtube.com/watch?v=cjALc7gvjUY,1630,1637,7,3375,요가중독욱쌤,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2572,2334,https://www.youtube.com/watch?v=DeDfP9Wvbio,1740,1748,8,3375,요가중독욱쌤,1,standing,13,standing-side-bend,114,extended-side-angle,3,test
2573,2459,https://www.youtube.com/watch?v=E1mKbzxiLSk,2168,2174,6,3375,요가중독욱쌤,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2574,2984,https://www.youtube.com/watch?v=HnCIUvVDeCk,1190,1195,5,3375,요가중독욱쌤,1,standing,13,standing-side-bend,114,extended-side-angle,3,test
2575,3033,https://www.youtube.com/watch?v=HvrEcTeJD7E,1608,1617,9,3375,요가중독욱쌤,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2576,3293,https://www.youtube.com/watch?v=JTbZ0Af0jQw,1490,1494,4,3375,요가중독욱쌤,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2577,3780,https://www.youtube.com/watch?v=mziJgkNz_GM,1928,1938,10,3375,요가중독욱쌤,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2578,4215,https://www.youtube.com/watch?v=PyGenob_fdA,1666,1669,3,3375,요가중독욱쌤,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2579,4795,https://www.youtube.com/watch?v=U8OPazEJL3o,1867,1875,8,3375,요가중독욱쌤,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2580,5045,https://www.youtube.com/watch?v=VXqc3nnIN24,1701,1707,6,3375,요가중독욱쌤,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2581,1659,https://www.youtube.com/watch?v=7PqH-xt3o7U,713,717,4,3379,요기쿤스트,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2582,2529,https://www.youtube.com/watch?v=EKaxj0lizOk,840,845,5,3379,요기쿤스트,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2583,2383,https://www.youtube.com/watch?v=dMPFqxx-ook,505,510,5,3395,지은요가,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2584,2884,https://www.youtube.com/watch?v=GXPQjmUo_eU,921,925,4,3395,지은요가,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2585,3661,https://www.youtube.com/watch?v=m9NX7gHooXI,956,964,8,3395,지은요가,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2586,4986,https://www.youtube.com/watch?v=Vmi5ugGNwyk,976,982,6,3395,지은요가,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2587,1425,https://www.youtube.com/watch?v=4gFFmPgw8EI,857,864,7,3416,훈요가x요가트리니티,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2588,4432,https://www.youtube.com/watch?v=rOS6EA44ZPE,717,723,6,3416,훈요가x요가트리니티,1,standing,13,standing-side-bend,114,extended-side-angle,3,train
2589,2326,https://www.youtube.com/watch?v=DDaQjaOCf3U,33,47,14,1074,Aldo Gustavo Mansur,1,standing,13,standing-side-bend,115,gate,1,train
2590,3623,https://www.youtube.com/watch?v=Lxowel_7n-0,313,342,29,1167,Ashley Ahrens Yoga,1,standing,13,standing-side-bend,115,gate,1,train
2591,4536,https://www.youtube.com/watch?v=sDXNUdN2lxc,2,15,13,1241,beyound balance yoga,1,standing,13,standing-side-bend,115,gate,1,train
2592,5207,https://www.youtube.com/watch?v=X3QkF3CRsEU,47,69,22,1247,Bharti Yoga,1,standing,13,standing-side-bend,115,gate,1,train
2593,4515,https://www.youtube.com/watch?v=SaAIv3d1zBQ,82,111,29,1253,Black Yogi Nico Marie,1,standing,13,standing-side-bend,115,gate,1,train
2594,4707,https://www.youtube.com/watch?v=TNQ6TdD8eJg,93,122,29,1292,Calgary Iyengar Yoga,1,standing,13,standing-side-bend,115,gate,1,test
2595,2142,https://www.youtube.com/watch?v=c2BPTaClsKM,4,30,26,1324,chakraboosters,1,standing,13,standing-side-bend,115,gate,1,test
2596,4174,https://www.youtube.com/watch?v=Pp6iOZ9efbI,11,40,29,1337,Christie Pitko,1,standing,13,standing-side-bend,115,gate,1,test
2597,1201,https://www.youtube.com/watch?v=0ZfLBkZ9cA0,23,52,29,1430,DOLLY's STUDIO,1,standing,13,standing-side-bend,115,gate,1,train
2598,1922,https://www.youtube.com/watch?v=arK6rjmXUak,44,73,29,1467,EkhartYoga,1,standing,13,standing-side-bend,115,gate,1,train
2599,3305,https://www.youtube.com/watch?v=JwGSS1ZsjLY,498,502,4,3352,에바요가EVAYOGA,1,standing,13,standing-side-bend,115,gate,3,train
2600,2703,https://www.youtube.com/watch?v=FNwMcgqJz44,62,91,29,1639,Gyandev Rich McCord,1,standing,13,standing-side-bend,115,gate,1,train
2601,1358,https://www.youtube.com/watch?v=3JiigyqH4uE,2,14,12,1658,Hatha Yoga Institute,1,standing,13,standing-side-bend,115,gate,1,test
2602,2878,https://www.youtube.com/watch?v=Gwh9GuBL2tk,71,90,19,1751,iYoga Class,1,standing,13,standing-side-bend,115,gate,1,train
2603,1010,https://www.youtube.com/watch?v=_7GDgjqgSzI,20,29,9,1975,mailxmailvideos,1,standing,13,standing-side-bend,115,gate,1,train
2604,4553,https://www.youtube.com/watch?v=SHoQ3Buur8w,152,181,29,2033,melina meza,1,standing,13,standing-side-bend,115,gate,1,train
2605,1330,https://www.youtube.com/watch?v=3_2S2hPRWqs,1,6,5,2280,Rajendra Kumar,1,standing,13,standing-side-bend,115,gate,1,train
2606,4401,https://www.youtube.com/watch?v=rI_AyQsLUNs,27,46,19,2295,Rehab My Patient,1,standing,13,standing-side-bend,115,gate,1,test
2607,5463,https://www.youtube.com/watch?v=YUWpIlt7U0E,16,45,29,2327,Rosana Fiore Iyengar Yoga,1,standing,13,standing-side-bend,115,gate,1,train
2608,2176,https://www.youtube.com/watch?v=cdlwahNfMiM,4,22,18,2391,SARVA,1,standing,13,standing-side-bend,115,gate,1,train
2609,4053,https://www.youtube.com/watch?v=ou_hz5tt8lo,126,155,29,2466,Siddhi Yoga International,1,standing,13,standing-side-bend,115,gate,1,test
2610,1608,https://www.youtube.com/watch?v=75KgVb1hhwo,91,109,18,2469,SIKANA English,1,standing,13,standing-side-bend,115,gate,1,train
2611,1423,https://www.youtube.com/watch?v=4FIeiYgUFv0,57,77,20,2470,SIKANA Español,1,standing,13,standing-side-bend,115,gate,1,train
2612,1588,https://www.youtube.com/watch?v=6TAQogAIwQs,46,75,29,2472,SIKANA Tiếng Việt,1,standing,13,standing-side-bend,115,gate,1,train
2615,2730,https://www.youtube.com/watch?v=FUXvCdXWiYI,162,191,29,2730,Viviana Cortés,1,standing,13,standing-side-bend,115,gate,1,train
2617,4425,https://www.youtube.com/watch?v=RnBesq5Fz-A,1,16,15,2841,Yoga Class,1,standing,13,standing-side-bend,115,gate,1,train
2618,3587,https://www.youtube.com/watch?v=lPVlcXAYNHk,34,63,29,2844,Yoga com a Éricka,1,standing,13,standing-side-bend,115,gate,1,train
2619,1497,https://www.youtube.com/watch?v=5F2C4RioICE,2,16,14,2872,Yoga For Cure Videos,1,standing,13,standing-side-bend,115,gate,1,train
2620,3426,https://www.youtube.com/watch?v=KqBcdY_rfU4,146,175,29,2900,Yoga LYON,1,standing,13,standing-side-bend,115,gate,1,train
2621,4789,https://www.youtube.com/watch?v=u4r0kAlLfik,17,46,29,2918,Yoga online - Elisabetta Baso,1,standing,13,standing-side-bend,115,gate,1,train
2622,4188,https://www.youtube.com/watch?v=pspDROdWpCM,289,318,29,2925,Yoga Place North,1,standing,13,standing-side-bend,115,gate,1,train
2623,1048,https://www.youtube.com/watch?v=_xKgCrr_n9g,679,708,29,2970,Yoga With Adriene,1,standing,13,standing-side-bend,115,gate,1,train
2624,3620,https://www.youtube.com/watch?v=lXDkfVvKIbQ,58,87,29,2995,Yoga with DebBee,1,standing,13,standing-side-bend,115,gate,1,train
2625,2048,https://www.youtube.com/watch?v=bjChae899lw,9,33,24,3004,Yoga With Egor Rotov,1,standing,13,standing-side-bend,115,gate,1,train
2626,3340,https://www.youtube.com/watch?v=k7ldwIuyxl0,232,261,29,3049,Yoga With Niren,1,standing,13,standing-side-bend,115,gate,1,train
2627,5268,https://www.youtube.com/watch?v=xmJUFJPgPBI,124,153,29,3050,Yoga With Nutan,1,standing,13,standing-side-bend,115,gate,1,train
2628,2851,https://www.youtube.com/watch?v=gsbiE3lseIA,488,492,4,3089,Yoga with Uliana,1,standing,13,standing-side-bend,115,gate,3,train
2629,1908,https://www.youtube.com/watch?v=Apk_gVJ1QEo,32,61,29,3124,yogaes,1,standing,13,standing-side-bend,115,gate,1,test
2630,1593,https://www.youtube.com/watch?v=6vc0mckNO60,164,193,29,3143,yogakary,1,standing,13,standing-side-bend,115,gate,1,train
2631,1802,https://www.youtube.com/watch?v=9M34LI1XgTA,1,19,18,3197,yoggurusuparna,1,standing,13,standing-side-bend,115,gate,1,train
2632,2024,https://www.youtube.com/watch?v=Be2IJy_oyw0,16,45,29,3204,Yogi Zain,1,standing,13,standing-side-bend,115,gate,1,train
2633,4541,https://www.youtube.com/watch?v=seOrJw71KEU,624,628,4,3306,려경요가 RK yoga,1,standing,13,standing-side-bend,115,gate,3,test
2634,4390,https://www.youtube.com/watch?v=Rf-hBBJT9AY,1281,1285,4,3367,요가바이은,1,standing,13,standing-side-bend,115,gate,3,train
2635,2207,https://www.youtube.com/watch?v=cjALc7gvjUY,707,714,7,3375,요가중독욱쌤,1,standing,13,standing-side-bend,115,gate,3,train
2636,2459,https://www.youtube.com/watch?v=E1mKbzxiLSk,535,539,4,3375,요가중독욱쌤,1,standing,13,standing-side-bend,115,gate,3,train
2637,4215,https://www.youtube.com/watch?v=PyGenob_fdA,890,896,6,3375,요가중독욱쌤,1,standing,13,standing-side-bend,115,gate,3,train
2638,5641,https://www.youtube.com/watch?v=ZYOSMvnvosw,1776,1780,4,3375,요가중독욱쌤,1,standing,13,standing-side-bend,115,gate,3,train
2639,3906,https://www.youtube.com/watch?v=NRDWLhmuv6c,234,263,29,1075,Ale Toledo Yoga,1,standing,13,standing-side-bend,116,warrior-1,1,train
2640,3935,https://www.youtube.com/watch?v=NytDpa2r34g,39,52,13,1088,Alo Moves - Online Yoga & Fitness Videos,1,standing,13,standing-side-bend,116,warrior-1,1,train
2641,2666,https://www.youtube.com/watch?v=FgqJNAkpEGY,1,3,2,1106,Anahata Studio Ags,1,standing,13,standing-side-bend,116,warrior-1,1,train
2643,1432,https://www.youtube.com/watch?v=4hqmLOpkHrw,204,233,29,1467,EkhartYoga,1,standing,13,standing-side-bend,116,warrior-1,1,train
2644,1789,https://www.youtube.com/watch?v=9gFZgTqgKC0,632,661,29,1518,Fernanda Yoga,1,standing,13,standing-side-bend,116,warrior-1,1,train
2645,4990,https://www.youtube.com/watch?v=vMziW4NgtEg,89,94,5,1570,FlexibleFit,1,standing,13,standing-side-bend,116,warrior-1,1,train
2646,3258,https://www.youtube.com/watch?v=Jj8bSFEVXaE,146,175,29,1578,FOF Aarhus,1,standing,13,standing-side-bend,116,warrior-1,1,train
2647,3720,https://www.youtube.com/watch?v=mOC1V5Paoyw,93,97,4,1690,Home Yoga,1,standing,13,standing-side-bend,116,warrior-1,1,train
2649,1222,https://www.youtube.com/watch?v=1fbLa73Ul2g,29,43,14,1751,iYoga Class,1,standing,13,standing-side-bend,116,warrior-1,1,train
2650,3041,https://www.youtube.com/watch?v=hWpWkaRvz2o,2,14,12,1763,Janki Bhadoriya,1,standing,13,standing-side-bend,116,warrior-1,1,train
2651,3818,https://www.youtube.com/watch?v=nbkeBSqewCc,59,65,6,1841,Karma Tales,1,standing,13,standing-side-bend,116,warrior-1,1,train
2652,1521,https://www.youtube.com/watch?v=5pK3mblQRIc,2,9,7,1862,Kitchen Kantharies,1,standing,13,standing-side-bend,116,warrior-1,1,train
2654,2042,https://www.youtube.com/watch?v=bH83nG1Iw-c,10,23,13,2013,Mat You Can | Corsi di Pilates e Yoga online,1,standing,13,standing-side-bend,116,warrior-1,1,test
2656,3988,https://www.youtube.com/watch?v=oH0opBoCM-Q,120,130,10,2047,Mind Body Soul,1,standing,13,standing-side-bend,116,warrior-1,1,train
2658,2885,https://www.youtube.com/watch?v=GY4aiLbx9jM,3,15,12,2071,Move With Scoliosis,1,standing,13,standing-side-bend,116,warrior-1,1,test
2659,3523,https://www.youtube.com/watch?v=LCMZ-QnFdA4,2,9,7,2197,Parida Vibhupriya ,1,standing,13,standing-side-bend,116,warrior-1,1,train
2660,1260,https://www.youtube.com/watch?v=1wgZiJwlEMY,56,101,45,2211,PeatieHan,1,standing,13,standing-side-bend,116,warrior-1,4,test
2661,4417,https://www.youtube.com/watch?v=rl-B7svJgMY,1,24,23,2389,Sarang sakpal,1,standing,13,standing-side-bend,116,warrior-1,1,train
2662,3943,https://www.youtube.com/watch?v=O_5iPwKy6ZU,942,971,29,2419,Serap Ercan Aydin,1,standing,13,standing-side-bend,116,warrior-1,1,train
2663,1364,https://www.youtube.com/watch?v=3LakhpDZH_M,387,416,29,2466,Siddhi Yoga International,1,standing,13,standing-side-bend,116,warrior-1,1,train
2664,3688,https://www.youtube.com/watch?v=MFPDqMzXWxA,1,15,14,2504,Soul Path,1,standing,13,standing-side-bend,116,warrior-1,1,train
2665,2567,https://www.youtube.com/watch?v=ErMpJICcUqk,50,64,14,2645,TINT Yoga,1,standing,13,standing-side-bend,116,warrior-1,1,train
2666,5292,https://www.youtube.com/watch?v=xrqKpp80Btw,82,99,17,2669,Ty Landrum,1,standing,13,standing-side-bend,116,warrior-1,1,train
2667,3727,https://www.youtube.com/watch?v=Mqmz9dHHXsw,1,13,12,2692,Vandana Yoga Fitness,1,standing,13,standing-side-bend,116,warrior-1,1,train
2668,5557,https://www.youtube.com/watch?v=ZISF6e1etmY,36,65,29,2699,Vashistha Yoga Ashram,1,standing,13,standing-side-bend,116,warrior-1,1,test
2670,2110,https://www.youtube.com/watch?v=bV3VNnrg8XQ,106,111,5,2704,VENTUNO YOGA,1,standing,13,standing-side-bend,116,warrior-1,1,test
2671,3752,https://www.youtube.com/watch?v=MuhhMZxDDCs,1,30,29,2740,Weeks Well,1,standing,13,standing-side-bend,116,warrior-1,1,train
